0.000000000000000000e+00,-8.254500206009002944e-03
1.010101010101010187e-02,2.271058521626349858e-02
2.020202020202020374e-02,4.377640005448751870e-02
3.030303030303030387e-02,6.488788547844075161e-02
4.040404040404040747e-02,7.176761984463059241e-02
5.050505050505051108e-02,1.088188155888488856e-01
6.060606060606060774e-02,1.294118155841377238e-01
7.070707070707071829e-02,1.378681838346475230e-01
8.080808080808081495e-02,1.636607629680657539e-01
9.090909090909091161e-02,1.763289119171346786e-01
1.010101010101010222e-01,1.933442421906304554e-01
1.111111111111111188e-01,2.192403187629417549e-01
1.212121212121212155e-01,2.402710585164525847e-01
1.313131313131313260e-01,2.658516193973023412e-01
1.414141414141414366e-01,2.805632283253718939e-01
1.515151515151515194e-01,2.944476541656987356e-01
1.616161616161616299e-01,3.250026481973620762e-01
1.717171717171717404e-01,3.457642295624814843e-01
1.818181818181818232e-01,3.638504793059613718e-01
1.919191919191919338e-01,3.900153607749713980e-01
2.020202020202020443e-01,4.009448813041164850e-01
2.121212121212121271e-01,4.167815175731610644e-01
2.222222222222222376e-01,4.409183622682921189e-01
2.323232323232323482e-01,4.530090356823249231e-01
2.424242424242424310e-01,4.851998032698039975e-01
2.525252525252525415e-01,4.993023714352464726e-01
2.626262626262626521e-01,5.268255030862251109e-01
2.727272727272727626e-01,5.381572408054787759e-01
2.828282828282828731e-01,5.657944945164724571e-01
2.929292929292929282e-01,5.677466949370233440e-01
3.030303030303030387e-01,5.898463052537052942e-01
3.131313131313131493e-01,6.066834168657297965e-01
3.232323232323232598e-01,6.322785349317187054e-01
3.333333333333333703e-01,6.596917573572578242e-01
3.434343434343434809e-01,6.717492868635720482e-01
3.535353535353535914e-01,6.935965409180054886e-01
3.636363636363636465e-01,7.203772867911684141e-01
3.737373737373737570e-01,7.241588169384011175e-01
3.838383838383838675e-01,7.490920534959727428e-01
3.939393939393939781e-01,7.632545808729177539e-01
4.040404040404040886e-01,7.806489566160338400e-01
4.141414141414141992e-01,8.100669676581234713e-01
4.242424242424242542e-01,8.235793123265315874e-01
4.343434343434343647e-01,8.494500022075850421e-01
4.444444444444444753e-01,8.541052220758093005e-01
4.545454545454545858e-01,8.780845581431939717e-01
4.646464646464646964e-01,8.942597219303340950e-01
4.747474747474748069e-01,9.166155560817733639e-01
4.848484848484848619e-01,9.339853572449845487e-01
4.949494949494949725e-01,9.483010851022278809e-01
5.050505050505050830e-01,9.648474157332039836e-01
5.151515151515152491e-01,9.832929214254457762e-01
5.252525252525253041e-01,1.000156739547617191e+00
5.353535353535353591e-01,1.011739752401908943e+00
5.454545454545455252e-01,1.045322944452477643e+00
5.555555555555555802e-01,1.054806420730234118e+00
5.656565656565657463e-01,1.066158408416105541e+00
5.757575757575758013e-01,1.084741008661007200e+00
5.858585858585858563e-01,1.108334598887265487e+00
5.959595959595960224e-01,1.128605237564308306e+00
6.060606060606060774e-01,1.143795350900567387e+00
6.161616161616162435e-01,1.147074317110574393e+00
6.262626262626262985e-01,1.173024587689379894e+00
6.363636363636364646e-01,1.197970766726993430e+00
6.464646464646465196e-01,1.198545251390704447e+00
6.565656565656565746e-01,1.216664687970723913e+00
6.666666666666667407e-01,1.244499475678254585e+00
6.767676767676767957e-01,1.250899760502189206e+00
6.868686868686869618e-01,1.271180288592700824e+00
6.969696969696970168e-01,1.278535103076089863e+00
7.070707070707071829e-01,1.302693169730060996e+00
7.171717171717172379e-01,1.317285270938995279e+00
7.272727272727272929e-01,1.322875957534357605e+00
7.373737373737374590e-01,1.354148450023537675e+00
7.474747474747475140e-01,1.356024249488790412e+00
7.575757575757576801e-01,1.366983377974280822e+00
7.676767676767677351e-01,1.394006439492357918e+00
7.777777777777777901e-01,1.397371810633936340e+00
7.878787878787879562e-01,1.416521839304512920e+00
7.979797979797980112e-01,1.433939262980071794e+00
8.080808080808081773e-01,1.439878932678219536e+00
8.181818181818182323e-01,1.468097402850538691e+00
8.282828282828283983e-01,1.472439579028672618e+00
8.383838383838384534e-01,1.487842795524217276e+00
8.484848484848485084e-01,1.506698659359667181e+00
8.585858585858586745e-01,1.507571887179280479e+00
8.686868686868687295e-01,1.534281194001973159e+00
8.787878787878788955e-01,1.533355881498533524e+00
8.888888888888889506e-01,1.546631274471565343e+00
8.989898989898991166e-01,1.559571380780326422e+00
9.090909090909091717e-01,1.584887422737868201e+00
9.191919191919192267e-01,1.585922419967836117e+00
9.292929292929293927e-01,1.600280998402286770e+00
9.393939393939394478e-01,1.605181570316536854e+00
9.494949494949496138e-01,1.620315062829944530e+00
9.595959595959596689e-01,1.638524078029441000e+00
9.696969696969697239e-01,1.654522903044225224e+00
9.797979797979798899e-01,1.668174529018918939e+00
9.898989898989899450e-01,1.666894347707826185e+00
1.000000000000000000e+00,1.687341757262031727e+00

