E1,px1,py1,pz1,E2,px2,py2,pz2,label
88.31846771984681,-54.21625210141628,-30.78184533778131,62.55579706196868,78.47504713239898,60.6957911382012,9.615496522051037,48.80467382510124,B
88.38714269248587,7.903255705953904,29.793014038442294,-82.83840810332696,36.435249138977106,-1.2570568923315275,-36.076803678387435,-4.940791853525585,A
39.99621883290404,-21.932780829555018,32.23687999331519,8.91258740820233,55.57609684188747,17.570897081836126,-52.32550354358781,6.481342054571474,A
61.543934356345126,32.83576440526236,39.76697510607547,33.58654675451165,54.989036529305,-29.843846721617822,-20.86732141114899,41.20308056931694,A
48.77782116358056,-36.791100714969815,22.412142549835878,22.877644371154815,48.50417165680554,41.852394923831845,16.71220924562169,-17.936938684821026,A
88.00737126442357,-27.850732624032354,-31.419940451359953,-77.3461145191647,58.261213230387256,41.38843297458098,37.325393233927294,16.97591243256055,B
60.89312525334073,-54.5900340565375,-22.521995672417834,14.854648961073117,68.18924379551143,43.73926738338552,28.49353914894886,-43.872174381214805,B
90.96311157080517,-25.70120969353979,33.97901934149425,80.36891022977608,29.653691820194176,3.6102501913064935,-29.22288609489401,-3.511475531464322,A
113.11909898097117,-11.435192181655385,60.02750351391592,-95.19383255191575,85.2035078063027,45.16937850054865,-42.031071727723855,-58.76013953175903,B
64.72881854035786,-27.258957719990946,-45.8315673833896,-36.69109707861215,124.41547197056056,21.016068668423912,63.24573383956793,-105.05956250849307,B
37.2964275230839,-32.84639313447139,13.43108510717481,11.477975295505225,156.9195496916269,32.99876376493089,25.406529432169634,-151.29221700940715,B
138.61637911196866,-6.883213172640824,-11.415873921445552,137.9739096972419,52.05846390422619,45.22333425487397,7.3819692954165355,24.707088704683336,A
712.0750818347213,-11.03453881883235,68.66691649702942,708.6705974582061,699.3280809885804,-15.63161959436125,-49.6511606592817,697.3881125838136,B
35.23817283623886,5.76991419018753,-9.94371166612913,33.31005123645718,64.51387613884123,-0.8358650393236187,-8.425086120354038,-63.955918162109135,A
61.535342662080474,2.7124681895466276,54.120642742159426,-29.158136806660078,76.28979154731888,-44.33186576175811,-62.08559605467395,0.44354813795305725,B
76.30088003258498,67.89510119965533,-21.798596727175966,27.14591511740655,67.46226120345514,-52.33031059124794,12.622756845048686,40.661545589629384,B
54.44466929365392,39.959100525911815,-12.653972386027624,34.74721978099926,272.14777895671233,-39.76583515275187,34.55085665793333,267.0006184447494,B
44.39436880968307,-32.24997163992441,24.821524313241184,17.7395389455704,49.624988914403595,27.673492688657696,-37.45733113342754,-17.139593680313673,A
104.63209769870616,14.995243177860836,-29.38665589999267,99.29472798635301,63.660560857752806,-60.34075413315197,20.28575187605152,-0.3855777346067182,B
89.0128455557752,52.07045114555902,-50.370627803819865,51.71803018371145,58.56368045086087,-34.90620020013982,43.20884018707357,18.55419050312459,B
51.87199926712658,-33.68374878603188,38.81372961927692,7.042994301427639,41.666208817972056,21.59138175133697,-34.782238911394366,7.75119652967004,A
40.13348958018531,28.21975205360533,7.409000872187244,27.558107445755585,50.82006470429247,-22.952781293211995,2.2868942598807194,-45.28376002606868,A
101.56005021795059,29.00865758287643,-30.00976448199176,92.58701648313038,69.21235475414854,-39.59273121898341,52.42274313877194,21.785813894408054,B
55.09268333556937,31.368373386763015,-16.349581798519644,-42.23647811069782,73.73951011714846,-40.80557629147,-2.5485133477844713,61.36713595691285,B
99.74652252866446,-13.112323209144126,34.143718687011805,92.79893431954113,24.23335156312221,-1.7961936948988195,-22.185302266508227,-9.583390816195916,A
80.238446101398,-28.289554398723457,-40.06594354551712,63.502988217059944,27.16878439625396,-1.4366646121124882,16.546995941584157,-21.500599193316308,A
54.45179221136036,6.286386199002793,53.54525897442442,-7.640959687629117,73.52154665702867,-3.842601162560597,-72.0641775890758,14.050144040445856,B
62.03513061059143,-32.93684450985173,-26.720815127612383,45.271621823422116,104.25690253519282,92.85019400726951,14.870280962543323,45.024637068388785,B
53.46318611926448,49.49796106198487,20.197661040248324,-0.5644548100416733,101.83199396945399,-54.26146827256214,24.85339961517934,-82.50913030852313,B
74.46431570412625,-28.509606842518508,66.14657347187253,-18.888288670469173,74.12228430600715,34.818080723048205,-34.071409159389155,-55.865493494619244,B
107.39614482478476,-42.22272261794662,64.4181112935856,-74.84303945806384,52.818259260110764,7.026792677983126,-51.08066433106307,-11.452441985278938,B
77.50840562767038,-44.99225234872413,-34.39886177743193,-52.91472838397026,50.37629123345417,19.937612838774946,35.39982756660295,29.78446778076931,B
48.71177167862914,-44.42752145349263,19.401513312735048,-4.755346332930218,43.530431255265405,27.533395125677707,-33.563187159280226,3.212952821599038,A
77.7436357443214,9.561760501806415,-52.939701426571645,56.12516055849881,61.557956173562104,-23.356888589788486,56.5801916170884,6.520708569163372,B
22.71829091388952,-15.91196519980645,3.315906571389548,15.872456304494245,198.03156162434897,-1.2399597728046143,-4.416352348891152,-197.9784274386242,B
66.02283603288497,33.05798011862752,39.20471542004341,-41.583351441833685,31.441111858143422,-10.50222494992391,-15.227850992291087,25.423598095746836,A
59.932336558843055,-30.32642165658569,-40.073051145769384,-32.654918263225795,67.03090371122599,29.936429532765963,56.442082123856274,20.279142109498896,B
49.762067205113176,10.40502260061944,38.46752623621717,-29.803494131942696,79.68249242426472,-16.44785041250919,-45.95349811230074,62.98447290399039,B
122.5931027609721,18.238872723797446,27.157850865896553,118.14763435072707,50.046437876425784,-33.99307673336995,-21.329274859775968,29.902821142398867,A
62.12905249922787,38.24852016206136,-48.881505131457025,-2.769174235677118,63.94912311891314,-35.170012912917706,47.484588388010486,-24.44942545346071,B
